Session Title,Player Name,Minutes Played,Split Name,Tags,Split Start Time,Split End Time,Duration,Player Name,Distance (miles),Player Name,Sprint Distance (yards),Player Name,Power Plays,Energy (kcal),Impacts,Hr Load,Time In Red Zone (min),Player Load,Player Name,Top Speed (mph),Distance Per Min (yd/min),Power Score (w/kg),Work Ratio,Hr Max (bpm),Max Deceleration,Max Acceleration,Distance in Speed Zone 1  (miles),Distance in Speed Zone 2  (miles),Distance in Speed Zone 3  (miles),Distance in Speed Zone 4  (miles),Distance in Speed Zone 5  (miles),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s  (miles),Distance in Deceleration Zones: 1 - 2 m/s/s  (miles),Distance in Deceleration Zones: 2 - 3 m/s/s  (miles),Distance in Deceleration Zones: 3 - 4 m/s/s  (miles),Distance in Deceleration Zones: > 4 m/s/s  (miles),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s  (miles),Distance in Acceleration Zones: 1 - 2 m/s/s  (miles),Distance in Acceleration Zones: 2 - 3 m/s/s  (miles),Distance in Acceleration Zones: 3 - 4 m/s/s  (miles),Distance in Acceleration Zones: > 4 m/s/s  (miles),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg  (miles),Distance in Power Zone: 5 - 10 w/kg  (miles),Distance in Power Zone: 10 - 15 w/kg  (miles),Distance in Power Zone: 15 - 20 w/kg  (miles),Distance in Power Zone: 20 - 25 w/kg  (miles),Distance in Power Zone: 25 - 30 w/kg  (miles),Distance in Power Zone: 30 - 35 w/kg  (miles),Distance in Power Zone: 35 - 40 w/kg  (miles),Distance in Power Zone: 40 - 45 w/kg  (miles),Distance in Power Zone: 45 - 50 w/kg  (miles),Distance in Power Zone: > 50 w/kg  (miles),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s,,,Player Name
Trine,U,,1st HALF,game,44828.54275,44828.57465,2756,U,1.4344,U,72.6463,U,9,233.9901,0,0,0,98.6844,U,15.5692,54.9602,4.0139,25.166,0,0,0,1.1953,0.1335,0.0643,0.0238,0.0175,2675.6,48.9,20.6,6.7,4.3,31,0,0,0,0,0,4,4,1,0,0.5443,0.121,0.0382,0.0118,0.0076,660.9,77.8,22.7,5.7,3.6,0.5489,0.1283,0.0262,0.0076,0.0006,1869.7,90.1,19.2,5.9,0.5,0.1713,0.4741,0.3217,0.2259,0.1195,0.0484,0.0257,0.0191,0.0112,0.0077,0.0098,1923.6,447.3,186.6,101.7,48.7,19.3,10.2,7.3,4.2,3,4.2,2756.1,0,0,0,0,0,74,31,20,5,0,58,38,11,15,26,,U
Trine,Q,,1st HALF,game,44828.54275,44828.57465,2756,Q,1.9587,Q,12.8029,Q,17,416.3729,1,0,0,145.3917,Q,12.5767,75.0509,5.2675,30.9241,0,0,0,1.6717,0.2114,0.0684,0.0073,0,2653.9,78,22.1,2.1,0,52,1,0,0,0,0,13,3,1,0,0.7867,0.1576,0.0344,0.0077,0.0002,779.6,112,22.5,4.4,0.1,0.8001,0.1455,0.024,0.0025,0,1697,116,21.5,3,0,0.2841,0.4905,0.5511,0.3936,0.1694,0.0432,0.0148,0.0068,0.0033,0.0014,0.0004,1690.2,473.4,313.5,177.4,70.2,19.3,6.7,3.1,1.4,0.7,0.2,2756.1,0,0,0,0,0,97,50,11,0,0,94,49,18,1,19,,Q
Trine,P,,1st HALF,game,44828.54275,44828.57465,2756,P,2.5996,P,141.1162,P,15,460.4232,1,0,0,155.8909,P,15.4599,99.6063,6.8527,37.085,0,0,0,2.3264,0.1291,0.0638,0.0458,0.0344,2667,47.5,20.2,12.9,8.5,36,1,0,0,0,0,9,4,1,1,1.1324,0.163,0.0371,0.0147,0.006,1264.9,114,20.3,7.4,2.6,1.0422,0.164,0.0347,0.0048,0.0006,1194.9,121.8,25.2,4.3,0.7,0.6008,0.8901,0.536,0.2637,0.1342,0.0895,0.0354,0.0236,0.0114,0.0062,0.0086,1299.9,903.3,308.1,122.9,55.3,33.1,14,9.1,4.3,2.8,3.3,2756.1,0,0,0,0,0,90,55,13,3,0,89,38,18,10,28,,P
Trine,L,,1st HALF,game,44828.54275,44828.57465,2756,L,2.1296,L,256.2208,L,19,374.4949,1,0,0,156.5029,L,15.6388,81.5986,5.9222,34.7339,0,0,0,1.7704,0.1285,0.0851,0.0777,0.0679,2643.4,47.2,27.1,21.6,16.8,67,1,0,0,0,0,7,8,4,0,0.8207,0.1774,0.0438,0.0204,0.0076,738,121.2,26.7,10.3,3.8,0.831,0.1828,0.0388,0.0064,0.0007,1678.5,139.3,30.9,6.7,0.7,0.2674,0.5414,0.6138,0.3103,0.1586,0.1137,0.0584,0.0341,0.0151,0.009,0.0078,1599.1,511.9,352,146.1,64.1,38.2,20,12.6,5.3,3.5,3.3,2756.1,0,0,0,0,0,104,68,18,6,0,100,43,29,12,41,,L
Trine,B ,,1st HALF,game,44828.54275,44828.57465,2756,B ,3.1927,B ,344.8513,B ,26,567.0386,0,0,0,210.5167,B ,15.3803,122.3321,8.6953,52.5344,0,0,0,0.2328,1.7212,1.0428,0.1919,0.004,718,1530.1,453.4,53.7,0.9,62,0,0,0,0,0,15,7,2,2,1.2746,0.2543,0.0613,0.0178,0.006,1169.2,169.3,35.7,9.8,2.9,1.2731,0.2552,0.0421,0.0076,0.0007,1133.4,194.3,34,6.9,0.6,0.4208,0.9241,0.8443,0.5059,0.2308,0.1374,0.0548,0.0387,0.0179,0.0083,0.0096,968.8,877.7,489.3,229.6,93.8,49.4,19.7,13.8,6.8,3.1,4.1,2756.1,0,0,0,0,0,156,82,23,4,0,134,66,22,13,35,,B 
Trine,K ,,1st HALF,game,44828.54275,44828.57465,2756,K ,2.7932,K ,264.6317,K ,25,518.9115,0,0,0,192.9273,K ,15.4698,107.0254,7.7235,41.9485,0,0,0,2.3471,0.2036,0.0921,0.0739,0.0764,2612.1,75,29.4,20.7,18.8,38,0,0,0,0,0,15,9,1,0,1.1544,0.2282,0.0596,0.0209,0.0045,1217.9,152.2,33.8,10.4,1.9,1.0174,0.2432,0.0537,0.0097,0.0016,1117.3,175.4,38.1,7.6,1.4,0.5068,0.8183,0.6204,0.3885,0.1767,0.1216,0.0688,0.0336,0.0267,0.0124,0.0194,1238.5,805.3,358.5,177.4,72.5,44,25.2,12.7,9.5,4.7,7.7,2756.1,0,0,0,0,0,112,76,24,9,0,114,70,27,9,36,,K 
Trine,C ,,1st HALF,game,44828.54275,44828.57465,2756,C ,1.7665,C ,25.7556,C ,12,317.1412,1,0,0,145.8916,C ,12.7208,67.6878,4.8632,30.681,0,0,0,1.5082,0.1645,0.0792,0.0146,0,2666.3,60.3,25.3,4.2,0,136,1,0,0,0,0,7,4,0,1,0.6846,0.1634,0.0371,0.0063,0.0031,628.9,108.7,23.8,4,1.4,0.6803,0.1641,0.0252,0.0023,0.0001,1850,117.7,19.6,1.9,0.1,0.1679,0.4751,0.5249,0.3418,0.1538,0.0513,0.0278,0.0112,0.0062,0.0028,0.0036,1747.8,444.8,300.2,156.2,63.2,22.2,11.7,4.7,2.6,1.2,1.5,2756.1,0,0,0,0,0,106,60,11,2,0,94,51,15,4,19,,C 
Trine,I,,1st HALF,game,44828.54275,44828.57465,2642,I,1.9661,I,211.7207,I,20,287.7125,1,0,0,144.7414,I,15.8774,78.5847,5.6248,29.7404,0,0,0,1.5923,0.1277,0.1259,0.0724,0.0479,2523.1,46.9,39.9,20.4,11.9,39,1,0,0,0,0,7,9,1,3,0.8116,0.1432,0.0375,0.0124,0.0091,825.9,101.8,22.3,6.5,4.5,0.757,0.1555,0.0331,0.0059,0.0008,1534.5,113.7,26.7,5.4,0.9,0.3752,0.4686,0.4756,0.2635,0.1773,0.1065,0.0511,0.027,0.0099,0.0055,0.0058,1660.1,443.3,276.2,121,66.2,37.2,18.9,10.5,4,2.2,2.6,2642.2,0,0,0,0,0,79,49,20,3,0,75,39,13,15,28,,I
Trine,S ,,1st HALF,game,44828.54275,44828.57465,2756,S ,3.1475,S ,325.9975,S ,31,591.203,1,0,0,208.7951,S ,15.6388,120.6005,8.6717,48.9786,0,0,0,2.5235,0.2805,0.1583,0.1119,0.0734,2552.9,103.1,50.5,31.3,18.3,138,1,0,0,0,0,13,13,3,2,1.1838,0.2668,0.0853,0.0228,0.0049,1103.4,172.2,48.6,12.4,2.8,1.2484,0.2727,0.0569,0.0055,0.0004,1183.9,187.1,39.9,5.4,0.4,0.4841,0.8919,0.6727,0.496,0.2612,0.1558,0.0857,0.0438,0.0292,0.0146,0.0126,1049,879.3,383.4,219.2,102.1,54.4,31.1,16.4,10.9,5.4,4.9,2756.1,0,0,0,0,0,127,89,22,2,0,99,77,26,14,40,,S 
Trine,H,,1st HALF,game,44828.54275,44828.57465,2756,H,1.2526,H,68.0707,H,10,201.9597,0,0,0,105.6801,H,13.7647,47.9955,3.3508,18.3411,0,0,0,1.082,0.0877,0.0442,0.0313,0.0073,2699,32.4,14,8.8,1.9,23,0,0,0,0,0,5,4,1,0,0.5222,0.0843,0.0196,0.0077,0.0034,1193,62.2,10.3,4.6,1.8,0.5021,0.0938,0.0182,0.0012,0.0001,1397.5,71.5,14,1.1,0.1,0.2464,0.337,0.3107,0.1877,0.0843,0.0408,0.021,0.0127,0.0061,0.0024,0.0034,2092.9,336.6,175,85.3,32.8,16.1,8.1,4.9,2.1,0.9,1.4,2756.1,0,0,0,0,0,47,26,4,2,0,45,13,10,8,18,,H
Trine,F,,1st HALF,game,44828.54275,44828.57465,2756,F,1.5394,F,12.5842,F,3,282.1074,0,0,0,106.257,F,13.2229,58.9855,3.9112,15.5219,0,0,0,1.5083,0.0168,0.0072,0.0068,0.0004,2745.6,6.2,2.3,1.9,0.1,10,0,0,0,0,0,3,0,0,0,0.7202,0.0731,0.024,0.0076,0.0014,1327.4,74.9,18.6,5,0.9,0.6152,0.0804,0.0149,0.0019,0.0007,1202.6,107,17,2.3,0.4,0.7062,0.5037,0.2042,0.072,0.0292,0.0099,0.0059,0.0026,0.0028,0.0013,0.0015,2041.2,524,126.3,38.1,14.8,5.4,2.8,1.1,1.1,0.5,0.8,2756.1,0,0,0,0,0,69,32,8,1,0,48,28,14,7,21,,F
Trine,R,,1st HALF,game,44828.54275,44828.57465,2756,R,1.2907,R,106.5067,R,8,222.5873,1,0,0,84.5872,R,15.3505,49.4565,3.5199,19.8324,0,0,0,0.1222,0.6166,0.4914,0.0579,0.0027,1964.1,560.1,214.7,16.6,0.6,12,1,0,0,0,0,3,3,2,0,0.5498,0.091,0.0281,0.007,0.0017,580.5,64.6,17.6,4.3,0.9,0.4907,0.0977,0.0203,0.0039,0.0006,1987.6,78.5,18.1,3.4,0.6,0.208,0.3062,0.3626,0.237,0.0906,0.044,0.0208,0.0084,0.0051,0.0028,0.0053,2079.1,296,202,107.4,37.8,16.9,8.1,3.4,1.9,1.2,2.3,2756.1,0,0,0,0,0,52,37,9,4,0,45,25,19,3,22,,R
Trine,Z,,1st HALF,game,44828.54275,44828.57465,2756,Z,0.0416,Z,0,Z,0,5.549,0,0,0,16.5856,Z,2.3413,1.5954,0.0921,0,0,0,0,0.0416,0,0,0,0,2756.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237,0.0002,0,0,0,480.5,0.5,0,0,0,0.0175,0.0003,0,0,0,2274,1.1,0,0,0,0.0415,0.0001,0,0,0,0,0,0,0,0,0,2755.9,0.2,0,0,0,0,0,0,0,0,0,2756.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Z
Trine,N,,1st HALF,game,44828.54275,44828.57465,2756,N,0.027,N,0,N,0,4.492,0,0,0,13.0001,N,2.3463,1.0346,0.0598,0,0,0,0,0.027,0,0,0,0,2756.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148,0.0007,0.0001,0,0,370.1,1.5,0.1,0,0,0.0113,0.0002,0,0,0,2381.8,2.3,0.3,0,0,0.0269,0.0001,0,0,0,0,0,0,0,0,0,2755.9,0.2,0,0,0,0,0,0,0,0,0,2756.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,N
Trine,M,,2nd Half,game,44828.5845,44828.61682,2792,M,2.6423,M,263.2702,M,28,417.5152,1,0,0,191.538,M,14.8037,99.938,7.0697,36.2774,0,0,0,0.3278,1.35,0.815,0.1496,0,1093.1,1301.1,353.8,44.1,0,80,1,0,0,0,0,18,9,1,0,1.043,0.1855,0.0563,0.0206,0.0089,1192.9,134.5,33.5,10.3,4.3,1.0775,0.2016,0.0418,0.0057,0.0013,1225.1,153.2,31.4,5.7,1.2,0.5833,0.6821,0.6057,0.3648,0.2173,0.0865,0.0463,0.0263,0.0137,0.0096,0.0067,1440.9,680,345.8,165.8,85.4,32.9,18.1,10.5,6,3.7,3,2792.1,0,0,0,0,0,108,60,14,5,0,94,52,18,18,36,,M
Trine,E,,2nd Half,game,44828.5845,44828.61682,2792,E,3.0747,E,71.2017,E,11,604.2454,0,0,0,230.9322,E,13.6305,116.2907,8.1576,48.4725,0,0,0,0.2814,1.7353,1.0174,0.0405,0,754.6,1580.7,444.7,12.1,0,168,0,0,0,0,0,7,3,1,0,1.2411,0.2513,0.0568,0.0133,0.003,1154.3,185,36.5,7.7,1.6,1.2357,0.2356,0.0326,0.0046,0.0006,1182.6,190.3,28.5,5,0.6,0.521,0.9231,0.8049,0.5326,0.1713,0.0704,0.0306,0.0112,0.0065,0.0015,0.0016,1079.2,873.4,466.6,241.8,75.6,32.1,13.5,5.3,2.9,0.8,0.9,2792.1,0,0,0,0,0,169,77,17,3,0,170,75,18,11,29,,E
Trine,X,,2nd Half,game,44828.5845,44828.61682,2792,X,1.4324,X,4.2738,X,2,280.7017,1,0,0,95.8637,X,12.2088,54.1755,3.5499,9.7135,0,0,0,0.5346,0.7896,0.1057,0.0024,0,1832.8,910.5,48,0.7,0,17,1,0,0,0,0,1,1,0,0,0.6754,0.0715,0.0116,0.0049,0.0036,1324.8,81.4,9.7,3.4,1.7,0.5878,0.0602,0.012,0.0041,0.0013,1263,90.9,12.4,3.6,1.1,0.8913,0.3177,0.1335,0.0512,0.0155,0.011,0.0021,0.0022,0.001,0.0021,0.0046,2332.9,328.7,83.7,26.3,8.3,5.6,1.1,1.3,0.6,1,2.5,2792,0,0,0,0,0,56,14,7,8,0,41,11,11,5,16,,X
Trine,V,,2nd Half,game,44828.5845,44828.61682,2792,V,3.1523,V,80.844,V,19,558.0756,2,0,0,238.9732,V,13.894,119.2266,8.3216,50.1361,0,0,0,2.8123,0.1854,0.1086,0.0409,0.0051,2676.4,68.3,34.5,11.5,1.3,74,2,0,0,0,0,12,6,1,0,1.3424,0.2122,0.0547,0.0133,0.003,1204.3,157.5,33.9,7.8,1.8,1.2741,0.2068,0.0369,0.0078,0.0011,1172.3,174.1,32.1,7.1,1.1,0.5119,0.9026,0.9198,0.4821,0.1908,0.0779,0.0319,0.0154,0.0088,0.0063,0.0048,1053.7,850.4,528.8,222.8,76.9,30.2,13.1,6.5,3.9,2.9,2.8,2792.2,0,0,0,0,0,160,75,18,5,0,130,62,29,8,37,,V
Trine,A,,2nd Half,game,44828.5845,44828.61682,2792,A,0.109,A,0,A,0,16.1312,0,0,0,41.1688,A,2.3463,4.122,0.237,0,0,0,0,0.1086,0.0004,0,0,0,2791.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614,0.0002,0,0,0,1138.2,0.6,0,0,0,0.0472,0.0002,0,0,0,1652.3,1,0,0,0,0.1088,0.0002,0,0,0,0,0,0,0,0,0,2791.8,0.3,0,0,0,0,0,0,0,0,0,2792.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A
Trine,U,,2nd Half,game,44828.5845,44828.61682,2792,U,3.2512,U,479.3643,U,36,526.8079,3,0,0,202.0068,U,17.329,122.9676,8.9204,50.6948,0,0,0,2.5185,0.2592,0.2011,0.1387,0.1337,2562.4,94.9,63.9,38.9,31.9,69,3,0,0,0,0,17,6,7,6,1.2242,0.2453,0.0907,0.0362,0.0135,1141.1,157.5,46.4,17.2,5.4,1.2782,0.2941,0.062,0.0069,0.0001,1189.8,187.4,41.2,5.9,0.1,0.4643,1.0455,0.5657,0.4228,0.2965,0.1839,0.105,0.0708,0.0465,0.0223,0.0281,978.9,1029.3,327.7,188.9,112.9,63.8,35.1,23.2,15.2,7.5,9.5,2792.1,0,0,0,0,0,114,82,22,1,0,118,59,34,21,55,,U
Trine,Q,,2nd Half,game,44828.5845,44828.61682,2792,Q,3.3171,Q,71.5844,Q,13,698.9397,1,0,0,238.2218,Q,13.4217,125.4601,8.7289,52.2153,0,0,0,2.912,0.2913,0.0731,0.0399,0.0008,2648.8,108.2,23.3,11.4,0.2,96,1,0,0,0,0,5,6,2,0,1.3245,0.2358,0.0624,0.0157,0.0021,1137.4,164.7,40.9,9.5,1.2,1.4056,0.2367,0.03,0.0042,0.0001,1218.2,188.9,26.6,4.4,0.1,0.474,0.8479,0.9263,0.7146,0.2384,0.0769,0.026,0.009,0.0022,0.0013,0.0005,971.6,826.5,522.5,321,99.9,32.5,11,4.6,1.3,0.7,0.3,2792.1,0,0,0,0,0,164,75,15,2,0,131,78,30,9,39,,Q
Trine,P,,2nd Half,game,44828.5845,44828.61682,2792,P,2.677,P,136.4333,P,17,484.614,2,0,0,167.2545,P,15.957,101.2486,7.1198,39.7837,0,0,0,2.3474,0.149,0.103,0.0419,0.0356,2684,54.6,33.1,11.7,8.7,38,2,0,0,0,0,8,5,2,2,1.1262,0.1702,0.0476,0.0219,0.0108,1150.3,120.3,26.8,11.9,4.7,1.063,0.1855,0.0425,0.0084,0.0009,1300.4,135.9,33.4,7.6,0.8,0.5209,0.7992,0.6358,0.3828,0.1533,0.0729,0.0434,0.029,0.0174,0.0095,0.0128,1327,794.2,361.8,174,63.4,28.7,16.4,11,7.1,3.7,4.8,2792,0,0,0,0,0,106,50,25,3,0,95,41,27,17,44,,P
Trine,L,,2nd Half,game,44828.5845,44828.61682,2792,L,0.0819,L,0,L,0,11.7112,0,0,0,27.786,L,3.4399,3.0974,0.1828,0.0251,0,0,0,0.0819,0,0,0,0,2792.1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0.0451,0.0013,0.0001,0,0,585.1,2.9,0.2,0,0,0.0344,0.0009,0,0,0,2199.4,4.5,0,0,0,0.0797,0.0022,0,0,0,0,0,0,0,0,0,2789.4,2.7,0,0,0,0,0,0,0,0,0,2792.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,L
Trine,B ,,2nd Half,game,44828.5845,44828.61682,2792,B ,0.5987,B ,69.9134,B ,5,102.7738,0,0,0,63.4538,B ,14.3116,22.6451,1.5557,7.7003,0,0,0,0.1427,0.1922,0.2241,0.0397,0,2517.5,167.5,95.7,11.4,0,10,0,0,0,0,0,3,0,1,1,0.2518,0.0331,0.0094,0.0043,0.0018,914.2,27.2,5.9,1.9,1,0.2534,0.04,0.0045,0.0005,0,1800,36.2,5.1,0.6,0,0.1619,0.1035,0.1234,0.1138,0.0482,0.0269,0.013,0.0067,0.0008,0.0005,0,2542.8,96.1,68.2,49,19.1,9.5,4.6,2.3,0.3,0.2,0,2792.1,0,0,0,0,0,21,10,3,0,0,21,4,1,5,6,,B 
Trine,K ,,2nd Half,game,44828.5845,44828.61682,2792,K ,2.9276,K ,197.0543,K ,28,539.3298,0,0,0,202.8252,K ,15.9172,110.7288,7.9237,44.0278,0,0,0,2.4683,0.2198,0.1275,0.0621,0.0498,2641,80.8,40.7,17.3,12.3,50,0,0,0,0,0,16,7,4,1,1.1889,0.2185,0.0772,0.0179,0.0071,1210.4,146,42.4,8.9,3.2,1.1129,0.2444,0.0496,0.0092,0.0019,1161.6,174.6,35.6,7.6,1.8,0.538,0.8752,0.6522,0.3892,0.1998,0.1237,0.061,0.0388,0.0235,0.0135,0.0128,1198.9,857.9,375.5,176.1,79.9,45.5,23.2,15.5,8.2,5.4,6,2792.1,0,0,0,0,0,124,61,30,8,0,113,67,30,14,44,,K 
Trine,C ,,2nd Half,game,44828.5845,44828.61682,2792,C ,0.0866,C ,0,C ,0,12.6522,4,0,0,32.8742,C ,3.5493,3.2743,0.1915,0.043,0,0,0,0.0866,0,0,0,0,2792.1,0,0,0,0,24,4,0,0,0,0,0,0,0,0,0.0479,0.001,0.0001,0,0,776.8,2,0.2,0,0,0.037,0.0006,0,0,0,2010.2,2.9,0,0,0,0.0833,0.0033,0,0,0,0,0,0,0,0,0,2788.1,4,0,0,0,0,0,0,0,0,0,2792.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C 
Trine,I,,2nd Half,game,44828.5845,44828.61682,2792,I,3.1954,I,333.4822,I,43,472.6267,0,0,0,227.1039,I,15.2809,120.8581,8.7441,44.9857,0,0,0,2.514,0.2566,0.2353,0.1228,0.0667,2572.8,93.6,74.3,34.5,16.8,82,0,0,0,0,0,22,12,7,2,1.2357,0.2533,0.0868,0.0315,0.0081,1164.9,164.5,49,17,3.8,1.2297,0.2763,0.0661,0.0072,0.0006,1139.6,196.3,49.6,6.7,0.6,0.5944,0.711,0.7405,0.4499,0.3183,0.1913,0.098,0.0478,0.0223,0.0129,0.009,1226.3,677.2,426.1,204.5,118.5,67.6,35.8,17.9,8.8,5.2,4.1,2792.1,0,0,0,0,0,143,88,25,3,0,114,70,36,13,49,,I
Trine,S ,,2nd Half,game,44828.5845,44828.61682,2792,S ,3.2327,S ,245.2639,S ,21,595.5456,0,0,0,215.5419,S ,15.3505,122.2694,8.6227,51.8785,0,0,0,2.7165,0.242,0.1349,0.0993,0.04,2622.1,89.4,42.8,27.8,10,159,0,0,0,0,0,9,6,3,3,1.241,0.2671,0.064,0.0184,0.0054,1130.1,174.9,38.3,11,2.4,1.346,0.2429,0.0416,0.0056,0.0007,1219.1,178.1,32.4,4.8,1,0.4541,0.992,0.7568,0.503,0.2642,0.1414,0.0601,0.0299,0.0145,0.008,0.0088,969.1,969.9,426.2,226.9,103.2,50.5,22.8,11.4,5.5,2.9,3.7,2792.1,0,0,0,0,0,134,70,17,3,0,123,72,31,8,39,,S 
Trine,H,,2nd Half,game,44828.5845,44828.61682,2792,H,0.107,H,0,H,0,14.3184,0,0,0,40.6779,H,2.9031,4.0475,0.2345,0.0107,0,0,0,0.107,0,0,0,0,2792.1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.0584,0.0015,0.0001,0,0,1095.9,3.6,0.1,0,0,0.0463,0.0008,0,0,0,1689.3,3.2,0,0,0,0.1062,0.0008,0,0,0,0,0,0,0,0,0,2791,1.1,0,0,0,0,0,0,0,0,0,2792.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,H
Trine,F,,2nd Half,game,44828.5845,44828.61682,2792,F,0.0873,F,0,F,0,14.4078,1,0,0,23.2318,F,3.768,3.3024,0.1972,0.0573,0,0,0,0.0873,0,0,0,0,2792,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.0453,0.0024,0.0004,0,0,534.6,5.3,0.5,0,0,0.0378,0.0013,0.0001,0,0,2245.6,5.6,0.4,0,0,0.0819,0.0053,0.0001,0,0,0,0,0,0,0,0,2785.6,6.2,0.2,0,0,0,0,0,0,0,0,2792,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,F
Trine,R,,2nd Half,game,44828.5845,44828.61682,2792,R,3.162,R,313.9765,R,29,543.4803,1,0,0,197.925,R,15.5991,119.5961,8.4837,48.0319,0,0,0,0.2738,1.5559,1.1539,0.1762,0.0022,800,1446,494.5,51.1,0.5,34,1,0,0,0,0,17,10,0,2,1.2665,0.2368,0.0635,0.0266,0.0093,1163.5,167.5,37.9,15.5,4.7,1.2714,0.2339,0.0456,0.0072,0.0013,1170.3,187.5,36.5,7.2,1.5,0.4916,0.8252,0.7895,0.5775,0.2546,0.1122,0.0461,0.0276,0.0151,0.0091,0.0136,1090.1,812.2,448.6,255.7,99.2,42.4,18.2,10.9,5.8,3.6,5.4,2792.1,0,0,0,0,0,131,74,17,7,0,105,65,38,15,53,,R
Trine,Z,,2nd Half,game,44828.5845,44828.61682,2792,Z,0.1649,Z,0,Z,0,22.3159,0,0,0,49.619,Z,3.6885,6.2378,0.3655,0.0537,0,0,0,0.1649,0,0,0,0,2792.1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0.0936,0.0018,0.0003,0,0,1227.9,4.1,0.4,0,0,0.0677,0.0014,0.0001,0,0,1554.3,5.1,0.3,0,0,0.1618,0.0028,0.0004,0,0,0,0,0,0,0,0,2788.3,3.4,0.4,0,0,0,0,0,0,0,0,2792.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,Z
Trine,N,,2nd Half,game,44828.5845,44828.61682,2780,N,0.0612,N,0,N,0,10.1143,0,0,0,21.3187,N,2.5302,2.3234,0.1335,0,0,0,0,0.0612,0,0,0,0,2779.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349,0.0004,0,0,0,637.5,0.9,0,0,0,0.0258,0.0001,0,0,0,2140.6,0.9,0,0,0,0.0611,0,0,0,0,0,0,0,0,0,0,2779.8,0.1,0,0,0,0,0,0,0,0,0,2780.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,N